,US ICD9,System,Description
12507,90440,Injury,knee and lower leg
12508,90441,Injury,knee and lower leg
12509,90442,Injury,knee and lower leg
12510,9045,Injury,knee and lower leg
12511,90450,Injury,knee and lower leg
12512,90451,Injury,knee and lower leg
12513,90452,Injury,knee and lower leg
12514,90453,Injury,knee and lower leg
12515,90454,Injury,knee and lower leg
12516,9047,Injury,knee and lower leg
12517,9048,Injury,knee and lower leg
12518,905,Injury,knee and lower leg
12519,9054,Injury,knee and lower leg
12520,9056,Injury,knee and lower leg
12521,9057,Injury,knee and lower leg
12522,9059,Injury,knee and lower leg
12523,906,Injury,knee and lower leg
12524,9061,Injury,knee and lower leg
12525,9062,Injury,knee and lower leg
12526,9063,Injury,knee and lower leg
12527,9064,Injury,knee and lower leg
12528,907,Injury,knee and lower leg
12529,9075,Injury,knee and lower leg
12530,9079,Injury,knee and lower leg
12531,908,Injury,knee and lower leg
12532,9083,Injury,knee and lower leg
12533,9089,Injury,knee and lower leg
12534,916,Injury,knee and lower leg
12535,9160,Injury,knee and lower leg
12536,9161,Injury,knee and lower leg
12537,9162,Injury,knee and lower leg
12538,9163,Injury,knee and lower leg
12539,9164,Injury,knee and lower leg
12540,9165,Injury,knee and lower leg
12541,9166,Injury,knee and lower leg
12542,9167,Injury,knee and lower leg
12543,9168,Injury,knee and lower leg
12544,9169,Injury,knee and lower leg
12545,924,Injury,knee and lower leg
12546,9241,Injury,knee and lower leg
12547,92410,Injury,knee and lower leg
12548,92411,Injury,knee and lower leg
12549,928,Injury,knee and lower leg
12550,9281,Injury,knee and lower leg
12551,92810,Injury,knee and lower leg
12552,92811,Injury,knee and lower leg
12553,956,Injury,knee and lower leg
12554,9562,Injury,knee and lower leg
12555,9563,Injury,knee and lower leg
12556,9564,Injury,knee and lower leg
12557,9565,Injury,knee and lower leg
12558,9568,Injury,knee and lower leg
12559,9569,Injury,knee and lower leg
12560,957,Injury,knee and lower leg
12561,9579,Injury,knee and lower leg
12562,959,Injury,knee and lower leg
12563,9597,Injury,knee and lower leg
12564,V54,Injury,knee and lower leg
12565,V541,Injury,knee and lower leg
12566,V5414,Injury,knee and lower leg
12567,V5416,Injury,knee and lower leg
12568,V58,Injury,knee and lower leg
12569,V588,Injury,knee and lower leg
12570,V5889,Injury,knee and lower leg
12571,733,Injury,neck
12572,7338,Injury,neck
12573,73382,Injury,neck
12574,805,Injury,neck
12575,8050,Injury,neck
12576,80500,Injury,neck
12577,80501,Injury,neck
12578,80502,Injury,neck
12579,80503,Injury,neck
12580,80504,Injury,neck
12581,80505,Injury,neck
12582,80506,Injury,neck
12583,80507,Injury,neck
12584,80508,Injury,neck
12585,8051,Injury,neck
12586,80510,Injury,neck
12587,80511,Injury,neck
12588,80512,Injury,neck
12589,80513,Injury,neck
12590,80514,Injury,neck
12591,80515,Injury,neck
12592,80516,Injury,neck
12593,80517,Injury,neck
12594,80518,Injury,neck
12595,8058,Injury,neck
12596,8059,Injury,neck
12597,806,Injury,neck
12598,8060,Injury,neck
12599,80600,Injury,neck
12600,80601,Injury,neck
12601,80602,Injury,neck
12602,80603,Injury,neck
12603,80604,Injury,neck
12604,80605,Injury,neck
12605,80606,Injury,neck
12606,80607,Injury,neck
12607,80608,Injury,neck
12608,80609,Injury,neck
12609,8061,Injury,neck
12610,80610,Injury,neck
12611,80611,Injury,neck
12612,80612,Injury,neck
12613,80613,Injury,neck
12614,80614,Injury,neck
12615,80615,Injury,neck
12616,80616,Injury,neck
12617,80617,Injury,neck
12618,80618,Injury,neck
12619,80619,Injury,neck
12620,8068,Injury,neck
12621,8069,Injury,neck
12622,807,Injury,neck
12623,8075,Injury,neck
12624,8076,Injury,neck
12625,839,Injury,neck
12626,8390,Injury,neck
12627,83900,Injury,neck
12628,83901,Injury,neck
12629,83902,Injury,neck
12630,83903,Injury,neck
12631,83904,Injury,neck
12632,83905,Injury,neck
12633,83906,Injury,neck
12634,83907,Injury,neck
12635,83908,Injury,neck
12636,8391,Injury,neck
12637,83910,Injury,neck
12638,83911,Injury,neck
12639,83912,Injury,neck
12640,83913,Injury,neck
12641,83914,Injury,neck
12642,83915,Injury,neck
12643,83916,Injury,neck
12644,83917,Injury,neck
12645,83918,Injury,neck
12646,847,Injury,neck
12647,8470,Injury,neck
12648,8479,Injury,neck
12649,848,Injury,neck
12650,8482,Injury,neck
12651,874,Injury,neck
12652,8740,Injury,neck
12653,87400,Injury,neck
12654,87401,Injury,neck
12655,87402,Injury,neck
12656,8741,Injury,neck
12657,87410,Injury,neck
12658,87411,Injury,neck
12659,87412,Injury,neck
12660,8742,Injury,neck
12661,8743,Injury,neck
12662,8744,Injury,neck
12663,8745,Injury,neck
12664,8748,Injury,neck
12665,8749,Injury,neck
12666,900,Injury,neck
12667,9000,Injury,neck
12668,90000,Injury,neck
12669,90001,Injury,neck
12670,90002,Injury,neck
12671,90003,Injury,neck
12672,9001,Injury,neck
12673,9008,Injury,neck
12674,90081,Injury,neck
12675,90082,Injury,neck
12676,90089,Injury,neck
12677,9009,Injury,neck
12678,905,Injury,neck
12679,9051,Injury,neck
12680,9056,Injury,neck
12681,9057,Injury,neck
12682,906,Injury,neck
12683,9060,Injury,neck
12684,9062,Injury,neck
12685,9063,Injury,neck
12686,9064,Injury,neck
12687,907,Injury,neck
12688,9072,Injury,neck
12689,9073,Injury,neck
12690,9079,Injury,neck
12691,908,Injury,neck
12692,9083,Injury,neck
12693,9089,Injury,neck
12694,910,Injury,neck
12695,9100,Injury,neck
12696,9101,Injury,neck
12697,9102,Injury,neck
12698,9103,Injury,neck
12699,9104,Injury,neck
12700,9105,Injury,neck
12701,9106,Injury,neck
12702,9107,Injury,neck
12703,9108,Injury,neck
12704,9109,Injury,neck
12705,920,Injury,neck
12706,925,Injury,neck
12707,9252,Injury,neck
12708,952,Injury,neck
12709,9520,Injury,neck
12710,95200,Injury,neck
12711,95201,Injury,neck
12712,95202,Injury,neck
12713,95203,Injury,neck
12714,95204,Injury,neck
12715,95205,Injury,neck
12716,95206,Injury,neck
12717,95207,Injury,neck
12718,95208,Injury,neck
12719,95209,Injury,neck
12720,9529,Injury,neck
12721,953,Injury,neck
12722,9530,Injury,neck
12723,9534,Injury,neck
12724,9538,Injury,neck
12725,9539,Injury,neck
12726,954,Injury,neck
12727,9540,Injury,neck
12728,957,Injury,neck
12729,9570,Injury,neck
12730,9571,Injury,neck
12731,9578,Injury,neck
12732,9579,Injury,neck
12733,959,Injury,neck
12734,9590,Injury,neck
12735,95909,Injury,neck
12736,V54,Injury,neck
12737,V541,Injury,neck
12738,V5417,Injury,neck
12739,V5419,Injury,neck
12740,V58,Injury,neck
12741,V588,Injury,neck
12742,V5889,Injury,neck
12743,733,Injury,shoulder and upper arm
12744,7338,Injury,shoulder and upper arm
12745,73381,Injury,shoulder and upper arm
12746,73382,Injury,shoulder and upper arm
12747,810,Injury,shoulder and upper arm
12748,8100,Injury,shoulder and upper arm
12749,81000,Injury,shoulder and upper arm
12750,81001,Injury,shoulder and upper arm
12751,81002,Injury,shoulder and upper arm
12752,81003,Injury,shoulder and upper arm
12753,8101,Injury,shoulder and upper arm
12754,81010,Injury,shoulder and upper arm
